카드_고유키,카드설명
카드_1003,배달앱/택시/생활밀착업종할인까지! 대구 사람이면 대구로
카드_1004,신용카드와 외화 하나머니의 만남
카드_1005,1천원당 최대 2마일! 라운지 무료혜택까지
카드_1006,해외에서 달러(USD)로 결제되는 해외사용 필수템!
카드_1007,스마트한 마일리지 적립 방법
카드_1008,스마트한 마일리지 적립 방법
카드_1009,"실적 관계없이, 적립한도 없이 대한항공 마일리지 적립"
카드_1010,"실적 관계없이, 적립한도 없이 아시아나 마일리지 적립"
카드_1011,해외여행/직구족을 위한 MUST HAVE 카드
카드_1012,toss에서 하나카드를 만나보세요!
카드_1013,"6대 저비용 항공사 통합 마일리지, Mile1 하나로!"
카드_1014,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1015,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1016,서민금융진흥원의 보증을 통해 신청 가능한 카드
카드_1017,"국내 가맹점 0.7%, 국내 온라인/해외 가맹점 1.7% 할인"
카드_1018,"국내 가맹점 0.7%, 국내 온라인/해외 가맹점 1.7% 할인"
카드_1019,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1020,지역쇼핑/주유에서 혜택이 플러스
카드_1021,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1022,100만 고객이 선택한 SK의 모든 혜택
카드_1023,4대 정유할인과 차량정비의 할인혜택이 되는 카드
카드_1024,"고속도로 통행료를 이제 간편하게, 쉽게, 빠르게"
카드_1025,CHAI에서 하나카드를 만나보세요!
카드_1026,"쓸 수 밖에 없다면, 아껴라"
카드_1027,"1500원당 1 대한항공 마일리지 적립, 바우처 서비스 제공"
카드_1028,"1500원당 1 대한항공 마일리지 적립, 바우처 서비스 2종 제공"
카드_1029,"1,500원당 1 대한항공 마일리지 적립, 바우처 서비스 2종 제공"
카드_1030,"1,500원당 1 대한항공 마일리지 적립, 바우처 서비스 2종 제공, 컨시어지 서비스"
카드_1031,"1,500원당 1 대한항공 마일리지 적립, 바우처 서비스 3종 제공, 컨시어지 서비스"
카드_1032,"1천원당 최대 2마일리지, 라운지 동반자 혜택, 메탈 플레이트의 품격"
카드_1033,라이프 스타일에 맞게 골라서 사용하는 프리미엄 카드
카드_1034,당신의 서명으로 완성되는 프리미엄 시그니처 카드
카드_1035,실속있게 누리는 프리미엄 라이프
카드_1036,라이프 스타일에 맞게 골라서 사용하는 프리미엄 카드
카드_1037,당신의 서명으로 완성되는 프리미엄 시그니처 카드
카드_1038,실속있게 누리는 프리미엄 라이프
카드_1039,라이프 스타일에 맞게 골라서 사용하는 프리미엄 카드
카드_1040,"YOU DESERVE THE ONE & ONLY - 대한민국 VVIP카드, CLUB1"
카드_1041,"대한항공 마일리지 1,500원당 최대 3마일리지 적립, 프리미엄 바우처, 전 세계 라운지 무료 이용"
카드_1042,신세계 백화점 5% 할인
카드_1043,원스토어 2% 무제한 할인
카드_1044,언택트 시대에 필요한 맞춤형 카드!
카드_1045,하나로마트를 이용하는 현명한 방법!
카드_1046,풀무원에서 가장 높은 혜택 제공! 월 최대 2만원 할인!
카드_1047,APR 브랜드 월 최대 3만원 청구할인
카드_1048,자주쓰는 곳에서 하나머니 적립!
카드_1049,교직원을 위한 특별한 혜택이 담긴 ITIC 국제교사증 카드
카드_1050,"실적, 적립한도 제한없이 아시아나 마일리지 the! 적립"
카드_1051,공무원을 위한 특별한 혜택이 담긴 공무원 연금 카드
카드_1052,공무원을 위한 특별한 혜택이 담긴 공무원연금 카드
카드_1053,공무원을 위한 특별한 혜택이 담긴 공무원연금 카드
카드_1054,다양하고 엄선된 컨텐츠 제공 콘텐츠박스 서비스와 1Q 서비스를 하나로!
카드_1055,KT 고객의 라이트 한 삶을 위한 혜택! KT 상품 및 통신요금 청구 할인
카드_1056,KT 고객의 Super한 삶을 위한 혜택! KT 통신요금 청구 할인 및 생활서비스를 하나로!
카드_1057,주유부터 픽업까지! 똑똑한 Car Life를 시작해보세요.
카드_1058,청호나이스 렌탈을 이용하는 현명한 방법!
카드_1059,코웨이 렌탈을 이용하는 현명한 방법!
카드_1060,만삼천원의 행복 바디프랜드 렌탈을 이용하는 현명한 방법!
카드_1061,만삼천원의 행복 CUCKOO 렌탈을 이용하는 현명한 방법!
카드_1062,"렌탈 자동이체 시 월 8,000원 또는 월 13,000원 할인"
카드_1063,LG전자 장기할부 및 렌탈료 이용 고객을 위한 특별한 혜택!
카드_1064,"렌탈요금 자동이체 시 13,000원 청구할인"
카드_1065,웰릭스렌탈을 이용하는 현명한 방법!
카드_1066,BS렌탈을 이용하는 현명한 방법!
카드_1067,"실적에서 자유롭고, 혜택을 덤으로 주는 내 지갑 속 카페"
카드_1068,스피킹맥스/ 뇌새김 장기할부 및 할인서비스 제공
카드_1069,"국내 가맹점 0.7%, 국내 온라인/해외 가맹점 1.7% 할인"
카드_1070,건강하게 할인혜택을 챙기는 방법!
카드_1071,스마트한 뇌새김 학습에 할인혜택을!
카드_1072,SK매직을 이용하는 현명한 방법!
카드_1073,토마토 솔루션 가맹점에서 월 최대 5만원 청구할인
카드_1074,"대명아임레디 자동이체 시 최대 19,000원 청구할인"
카드_1075,정직한 신선 유기농 선별샵 프레딧에 할인 혜택을!
카드_1076,삼프로TV 유료컨텐츠 청구할인
카드_1077,전월 실적 없이 어디서나 최대 0.4% 적립
카드_1078,T1과 FAKER 선수 팬들을 위한 체크카드
카드_1079,모두의 건강을 선물합니다!
카드_1080,L.PAY 결제로 더 큰 혜택을 누리자!
카드_1081,신세계 백화점 기본할인에 캐쉬백까지 카드 한장에!
카드_1082,시코르 기본할인에 캐쉬백까지 카드 한 장에!
카드_1083,영(Young)한 당신을 위한 체크카드
카드_1084,영(Young)한 당신을 위한 체크카드
카드_1085,포인트를 현금처럼 쓰는 하나멤버스 체크카드
카드_1086,HoYoverse 게임을 즐기는 분이라면 누구나
카드_1087,포인트를 현금처럼 쓰는 하나멤버스 체크카드
카드_1088,CJ ONE 제휴 가맹점에서 더 큰 혜택을 누리자! 모바일과 하나되어 더욱 스마트해진 체크카드
카드_1089,체크카드 혜택과 해피포인트 멤버쉽 기능을 한번에!
카드_1090,대학생들이 많이 이용하는 곳에서 적립된 포인트로 학자금대출 원리금 상환 가능!
카드_1091,국민연금 수급자를 위한 체크카드
카드_1092,"청년의 꿈, 새로운 도전"
카드_1093,
카드_1094,전월 실적없이 어디서나 하나머니 적립
카드_1095,영(Young)한 당신과 어울리는 체크카드
카드_1096,카카오 리틀프렌즈와 함께하는 나의 첫 체크카드
카드_1097,가장 빠른 모바일 결제 카카오페이와 체크카드의 만남
카드_1098,넥슨 메이플스토리와 하나카드의 만남
카드_1099,국가바우처와 임신/출산 진료비 지원을 한번에!
카드_1100,던전앤파이터와 하나카드의 만남
카드_1101,해외직구 할인과 대중교통 캐쉬백을 한번에!
카드_1102,세상의 금쪽이들 다 모여라
카드_1103,실적에 관계없이 제공되는 국내 하나머니 적립혜택해외 18개 통화가 결제되는 해외여행 필수템
카드_1104,해외 수수료 완전 면제
카드_1105,"국내 5대 업종, 해외쇼핑 캐쉬백 서비스!"
카드_1106,길한통 체크카드 가지고 중국 가세요!연회비 면제! 해외이용수수료 면제!
카드_1107,안전하고 편리한 해외 전용 외화 체크카드
카드_1108,"VIVA + 체크카드 혜택은 그대로,Allpoint 제휴 ATM 출금 수수료 면제까지!"
카드_1109,Young Hana 체크카드 with Okcashbag 과 국제학생증을 하나로
카드_1110,VIVA G 체크카드와 ISIC 국제학생증을 하나로
카드_1111,해외 이용수수료 면제!해외에서 이용할 때도 국내 처럼 사용하세요.
카드_1112,이용할수록 캐쉬백 받는 Smart한 생활!
카드_1113,"상품권에 신용카드의 편리함을 그대로~하나카드 가맹점이면 전국 어디서나 사용가능한 기프트카드, 특별한 분에게 부담없이 선물하세요!"
카드_1114,"상품권에 신용카드의 편리함을 그대로~BC카드 가맹점이면 전국 어디서나 사용가능한프트카드, 특별한 분에게 부담없이 선물하세요!"
카드_1115,
카드_1116,가치 그 이상의 VVIP 라이프
카드_1117,가치 그 이상의 VVIP 라이프
카드_1118,가치 그 이상의 VVIP 라이프
카드_1119,품격있는 당신을 위한 차원이 다른 포인트 적립카드
카드_1120,
카드_1121,품격있는 당신을 위한 차원이 다른 마일리지 적립카드
카드_1122,품격있는 당신을 위한 차원이 다른 마일리지 적립카드
카드_1123,보육료 및 임신·출산 진료비 지원 등 국가바우처 지원 가능
카드_1124,운송사업자들을 위한 든든한 지원 혜택의 힘
카드_1125,꿈꾸고 즐기는 청춘을 위한 다양한 할인 혜택
카드_1126,친환경 녹색실천과 에코머니포인트 적립의 기쁨을 누리는 착한 혜택의 힘
카드_1127,직업 군인과 군무원 분들에게 꼭 필요한 세심한 혜택! KB국민 국방멤버쉽카드
카드_1128,화물운전자를 위한 유가보조금 및 HD현대오일뱅크 주유할인 지원카드
카드_1129,대한민국 군과 함께 풍요로운 노후
카드_1130,주유만해도 리터당 최대 80원 할인!
카드_1131,화물운전자를 위한 유가보조금 및 S-OIL 주유할인 지원카드
카드_1132,화물운전자를 위한 유가보조금 및 SK주유할인 지원카드
