대출_고유키,금융상품명,상품특징,대출신청자격,상품설명
대출_403,공급망상생결제,"“대·중소기업상생협력촉진에관한법률(이하‘상생협력법’)”에서정한상생결제를활용한공급망금융상품으로써,온라인마켓이제공하는정산대금지급데이터(채권)를기반으로하여입점Seller및하위협력기업의선지급신청시,판매대금지급일전에‘상생협력법’에의해설립된‘대·중소기업·농어업협력재단(이하‘재단’)’명의전용예치계좌에서선지급하는방식으로입점Seller의채무부담없는판매대금조기현금화및하위협력기업과의동반성장을위한공급망상생결제제도입니다.온라인마켓또는입점Seller또는하위협력기업명의의대출금취급방식이아닌,전용예치계좌선지급방식으로재단이온라인마켓,입점Seller또는상위협력기업의대금지급채무를면책적으로채무인수합니다.",,"“대·중소기업상생협력촉진에관한법률(이하＇상생협력법＇)”에서정한상생결제를활용한공급망금융상품으로써,온라인마켓이제공하는정산대금지급데이터(채권)를기반으로하여입점Seller및하위협력기업의선지급신청시,판매대금지급일전에＇상생협력법＇에의해설립된＇대·중소기업·농어업협력재단(이하＇재단＇)＇명의전용예치계좌에서선지급하는방식으로입점Seller의채무부담없는판매대금조기현금화및하위협력기업과의동반성장을위한공급망상생결제제도입니다.온라인마켓또는입점Seller또는하위협력기업명의의대출금취급방식이아닌,전용예치계좌선지급방식으로재단이온라인마켓,입점Seller또는상위협력기업의대금지급채무를면책적으로채무인수합니다."
대출_404,동반성장론,"“대·중소기업상생협력촉진에관한법률(이하‘상생협력법’)”에서정한상생결제를활용한금융상품으로써,사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금을지급하기위한결제수단이며,구매기업의신용공여혜택을4차협력기업까지확대한전자방식외상매출채권담보대출결제제도로서,구매기업이외상매출채권의만기일에채권대금을결제하지못하더라도협력기업은대출금의상환의무를부담하지않는상환청구권없는방식(WithoutRecourse/WOR)으로취급하는상생결제제도입니다.동반성장론은매출채권의발행방식,매출채권대금의지급방식등에따라‘일반적인방식’의상생결제와,‘현금예치방식’의상생결제로구분됩니다.",,"“대·중소기업상생협력촉진에관한법률(이하＇상생협력법＇)”에서정한상생결제를활용한금융상품으로써,사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금을지급하기위한결제수단이며,구매기업의신용공여혜택을4차협력기업까지확대한전자방식외상매출채권담보대출결제제도로서,구매기업이외상매출채권의만기일에채권대금을결제하지못하더라도협력기업은대출금의상환의무를부담하지않는상환청구권없는방식(WithoutRecourse/WOR)으로취급하는상생결제제도입니다.동반성장론은매출채권의발행방식,매출채권대금의지급방식등에따라＇일반적인방식＇의상생결제와,＇현금예치방식＇의상생결제로구분됩니다."
대출_405,외담대/e-안심팩토링,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금을지급하기위한결제수단이며,판매기업이구매기업으로부터받은외상매출채권을담보로하나은행으로부터대출을받아납품대금을조기에회수하고,외상매출채권의만기일에구매기업의결제대금으로해당대출금을상환하는방식의B2B전자결제제도로서,판매기업본인이해당대출의채무자에해당합니다.",,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금을지급하기위한결제수단이며,판매기업이구매기업으로부터받은외상매출채권을담보로하나은행으로부터대출을받아납품대금을조기에회수하고,외상매출채권의만기일에구매기업의결제대금으로해당대출금을상환하는방식의B2B전자결제제도로서,판매기업본인이해당대출의채무자에해당합니다."
대출_406,e-구매론,사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금지급과판매대금수금에필요한대금결제등의업무를지원할수있는B2B전자결제제도입니다.구매기업의구매대금지급을지원하는상품유형과판매기업의판매대금수금을지원하는상품유형이있습니다.,,사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금지급과판매대금수금에필요한대금결제등의업무를지원할수있는B2B전자결제제도입니다.구매기업의구매대금지급을지원하는상품유형과판매기업의판매대금수금을지원하는상품유형이있습니다.
대출_407,상생패키지론,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의공급망금융을통해대·중소협력기업간동반성장을지원할수있는B2B전자결제제도입니다.구매기업이제공하는신용을기반으로1차협력기업의물품등의납품전(前)(=세금계산서작성前)및납품후(後)(=세금계산서작성後)금융지원뿐만아니라,구매기업이발행한외상매출채권을담보활용하여2차이하하위협력기업에게도납품대금을결제할수있습니다.",,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의공급망금융을통해대·중소협력기업간동반성장을지원할수있는B2B전자결제제도입니다.구매기업이제공하는신용을기반으로1차협력기업의물품등의납품전(前)(=세금계산서작성前)및납품후(後)(=세금계산서작성後)금융지원뿐만아니라,구매기업이발행한외상매출채권을담보활용하여2차이하하위협력기업에게도납품대금을결제할수있습니다."
대출_408,상생미래대plus상생외담대,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의원활한납품을지원하는결제수단이며,구매기업이제공하는신용을기반으로1차협력기업에게물품등의납품전(前)(=세금계산서작성前)및납품후(後)(=세금계산서작성後)금융을지원함으로써,대·중소협력기업간동반성장을지원할수있는B2B전자결제제도이며,상생패키지론의상품유형중하나입니다.1차협력기업은구매기업의신용에기반하여물품등의납품전에저금리의대출을받아물품등의납품자금으로활용할수있으며,물품등의납품후구매기업으로부터받은외상매출채권을할인하거나상생벤더구매론의담보로활용함으로써2차협력기업으로부터구매한물품등의구매대금을결제할수있습니다.",,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의원활한납품을지원하는결제수단이며,구매기업이제공하는신용을기반으로1차협력기업에게물품등의납품전(前)(=세금계산서작성前)및납품후(後)(=세금계산서작성後)금융을지원함으로써,대·중소협력기업간동반성장을지원할수있는B2B전자결제제도이며,상생패키지론의상품유형중하나입니다.1차협력기업은구매기업의신용에기반하여물품등의납품전에저금리의대출을받아물품등의납품자금으로활용할수있으며,물품등의납품후구매기업으로부터받은외상매출채권을할인하거나상생벤더구매론의담보로활용함으로써2차협력기업으로부터구매한물품등의구매대금을결제할수있습니다."
대출_409,상생벤더구매론,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금을지급하기위한결제수단이며,구매기업에게물품등을판매하는1차협력기업(=판매기업)은구매기업으로부터받은외상매출패권을담보활용하여2차협력기업에게대금을결제함으로써,대·중소협력기업간동반성장을지원할수있는B2B전자결제제도로써,상생패키지론의상품유형중하나입니다.1차협력기업은KEB하나은행과약정한상생벤더구매론여신한도범위내에서2차협력기업으로부터구매한물품등의구매대금결제를위해상생벤더구매론지급승인(=채권발행)을할수있으며,2차협력기업은선입금(=할인)신청을통해금융비용을부담하고자금을회수하거나,하위협력기업으로부터구매한물품등의구매대금결제를위해전액벤더승인(=배서양도와유사)할수있습니다.3차~N차협력기업역시선입금(=할인)신청하거나전액벤더승인함으로써본인의하위협력기업으로부터구매한물품등의구매대금을결제할수있습니다.",,"사업자등록증을교부받은기업간의사업목적에부합하는경상적인영업활동으로써물품등의구매대금을지급하기위한결제수단이며,구매기업에게물품등을판매하는1차협력기업(=판매기업)은구매기업으로부터받은외상매출패권을담보활용하여2차협력기업에게대금을결제함으로써,대·중소협력기업간동반성장을지원할수있는B2B전자결제제도로써,상생패키지론의상품유형중하나입니다.1차협력기업은KEB하나은행과약정한상생벤더구매론여신한도범위내에서2차협력기업으로부터구매한물품등의구매대금결제를위해상생벤더구매론지급승인(=채권발행)을할수있으며,2차협력기업은선입금(=할인)신청을통해금융비용을부담하고자금을회수하거나,하위협력기업으로부터구매한물품등의구매대금결제를위해전액벤더승인(=배서양도와유사)할수있습니다.3차~N차협력기업역시선입금(=할인)신청하거나전액벤더승인함으로써본인의하위협력기업으로부터구매한물품등의구매대금을결제할수있습니다."
대출_411,주거안정주택구입자금대출,"주택도시기금의주거안정주택구입자금대출로,담보가액범위내에서최대2억원까지지원합니다.","세대주를포함한세대원전원이대출신청일현재무주택인자대출신청인과배우자의합산총연소득연간6천만원이하이며다음한가지에해당하는자신청일현재민법상성년인세대주(아래어느하나에해당하는경우제외)①만30세미만단독세대주.②만30세미만미혼세대주.(단,직계존속중1인이상과동일세대를구성하고주민등록표상부양기간(합가일기준)이계속해서6개월이상인경우가능)대출신청인및배우자의합산순자산가액이통계청에서발표하는최근년도가계금융복지조사의＇소득5분위별자산및부채현황＇중소득4분위전체가구평균값이하(십만원단위에서반올림)인자(2022년기준,5.6억원)",주택도시기금의주거안정을위한주택구입자금지원대출
대출_412,버팀목청년전용보증부월세대출,"주택도시기금의무주택청년의전세보증금및월세자금지원을위한대출로,보증금최대3천5백만원및월세자금최대1천2백만원까지지원합니다.","주택임차계약을체결한국민인거주자로아래의조건을모두충족하는자신청일현재만34세이하인단독세대주(단독세대주예정자포함)로서무주택인자부부합산총연소득5천만원이하인자임차보증금5%이상계약금을지불한경우대출신청인및배우자의합산순자산가액이통계청에서발표하는최근년도가계금융복지조사의＇소득5분위별자산및부채현황＇중소득3분위전체가구평균값이하(십만원단위에서반올림)인자(2022년기준,3.61억원)",주택도시기금의청년전용보증금및월세자금대출
대출_413,버팀목중소기업취업청년전세자금대출,"주택도시기금의중소·중견기업재직자또는중소벤처기업진흥공단·신용보증기금·기술보증기금으로부터보증이나창업자금을지원받은청년가구의전세보증금및월세자금지원을위한대출로,보증금최대1억원까지지원합니다.","주택임차계약을체결한국민인거주자로아래의조건을모두충족하는자신청일현재만34세이하인세대주로서세대주를포함한세대원전원이현재무주택인자부부합산총연소득5천만원이하인자임차보증금5%이상계약금을지불한경우대출신청인및배우자의합산순자산가액이통계청에서발표하는최근년도가계금융복지조사의＇소득5분위별자산및부채현황＇중소득3분위전체가구평균값이하(십만원단위에서반올림)인자(2022년기준,3.61억원)신청일현재중소·중견기업에재직하거나,신용보증기금및기술보증기금의창업관련보증또는자금지원을받은자",주택도시기금의중소기업취업청년들을위한전세자금대출(2024.12.31신규접수분까지한시운용)
대출_414,i-ONE 예금담보대출,"은행을 직접 방문하지 않고, 인터넷뱅킹, 모바일뱅킹을 통해 간편하게 받을 수 있는 예·적금담보대출상품",,"은행방문 및 서류제출없이 인터넷뱅킹, 모바일뱅킹을 통해 간편하게 실행하는 예·적금(신탁)·부금·중소기업금융채권(통장식) 담보대출"
대출_415,i-ONE 직장인스마트론,"영업점 방문 필요없이 스마트폰(i-ONE뱅크앱)을 통해 간편하게 지원하는 신용대출저신용·저소득(CB점수 KCB 520-689점 이내 이고 NICE 600-749점 이내, 연소득 45백만원 이하) 고객도 대출 가능당행 신규대출 고객은 0.1 금리우대",,"서민·중소기업 근로자 등을 대상으로, 스마트폰을 통해 간편하게 생활안정자금을 지원하는 신용대출 상품"
대출_416,i-ONE 주택담보대출,"스마트폰(i-ONE 뱅크)을 통해 간편하게 신청 가능한 무방문, 무서류 주택담보대출대출 가능금액과 예상금리를 간편하게 즉시 확인",,"근로자, 사업자에게 아파트 담보로 필요자금을 비대면으로 간편하게 지원하는 주택담보대출상품"
대출_417,i-ONE 햇살론뱅크,"서민금융진흥원의 90 부분보증서를 담보로 하는 상품으로, 생계자금을 매월 원리금균등분할방식으로 지원하는 정책 서민금융상품",,정책서민금융상품을 성실히 상환 중인 자에게 생계자금을 지원하는 서민금융진흥원 보증서(90) 담보 모바일 원스탑 대출
대출_418,e커머스 소상공인 성공 보증부대출,네이버 스마트스토어 개인사업자의 사업성공을 응원하는 비대면 전용 보증부대출,,네이버 스마트스토어 개인사업자의 사업성공을 응원하는 비대면 전용 보증부대출
대출_419,고정금리 협약임차자금,한국주택금융공사 보증서를 통해 최고 4억원 전세자금 지원,,무주택자에게 주택임차를 위한 전세자금을 고정금리로 제공하는 상품
대출_420,특례보금자리론(t-보금자리론),은행에서 대출 상담·심사·약정·실행 등을 수행 후 공사로 유동화하는 상품으로 특례 보금자리론(u-보금자리론)보다 0.10p 금리 우대,,"한국주택금융공사의 특례보금자리론(u-방식, 아낌e방식) 비대면 접수방식에 추가하여 디지털 소외계층 지원을 위한 대면접수 방식(t-방식) 상품 판매"
대출_421,특례보금자리론,주택금융공사에서 상담한 양수확약통지서 조건대로 취급 후 공사로 대출이 양도되는 고정금리 주택담보대출,,"주택구입, 임차보증금 반환, 기존대출 상환을 위해 주택금융공사 홈페이지를 통해 신청 후 은행에서 약정하는 장기고정금리 주택담보대출"
대출_422,i-ONE 햇살론15,서민금융통합지원센터의 심사를 통해 발급한 국민행복기금 전액 보증으로 생계자금을 최대 14백만원까지 분할상환방식으로 지원하는 상품,,대부업·사금융 이용이 불가피한 최저신용자를 제도권 금융으로 포용할 수 있도록 국민행복기금 전액 보증으로 생계자금을 지원하도록 은행권 공동 출시된 상품
대출_423,IBK 소상공인 저금리대환 대출,기업은행과 신용보증기금 간 업무 협약을 통해 개인사업자에게 영업점 방문 없이 90 부분 수탁신용보증서 담보로 고금리 대출을 비교적 낮은 금리로 지원하는 대환 전용 상품,,기업은행과 신용보증기금 간 업무 협약을 통해 개인사업자에게 영업점 방문 없이 90 부분 수탁신용보증서 담보로 고금리 대출을 비교적 낮은 금리로 지원하는 대환 전용 상품
대출_424,IBK혁신창업대출,,,신용보증기금과 업무협약을 체결하여 보증서를 담보로 자금을 지원하는 혁신창업기업 전용상품
대출_425,IBK 이지원보증부대출,기업은행과 신용보증기금간 업무 협약을 통해 개인사업자에게 영업점 방문 없이 100 전액신용보증서 담보로 운전자금을 지원하는 비대면 전용 상품,,기업은행과 신용보증기금간 업무 협약을 통해 개인사업자에게 영업점 방문 없이 100 전액신용보증서 담보로 운전자금을 지원하는 비대면 전용 상품
대출_426,i-ONE해양수산업(UP)신용대출,"해양수산부에서 지정한 해양수산 관련 업종 영위 개인사업자에게 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 신용대출상품",,"해양수산부에서 지정한 해양수산 관련 업종 영위 개인사업자에게 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 신용대출상품"
대출_427,i-ONE가맹점성공대출,"BC카드 가맹점 매출대금 입금계좌를 IBK기업은행으로 이용 중인 개인사업자에게 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 신용대출상품",,"BC카드 가맹점 매출대금 입금계좌를 IBK기업은행으로 이용 중인 개인사업자에게 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 신용대출상품"
대출_428,IBK희망플러스 신용대출,코로나19 재확산으로 인한 방역조치 강화로 어려움을 겪고 있는 소상공인·소기업의 피해회복 및 방역지원을 위한 대출,,소상공인 방역지원금 또는 손실보전금을 받은 고신용 소상공인에게 은행방문 없이 비대면채널(i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 상품
대출_429,IBK온택트보증부대출,기업은행과 신용보증재단간 업무 협약을 통해 개인사업자에게 영업점 방문 없이 95 부분신용보증서 담보로 운전자금을 지원하는 비대면 전용 상품,,기업은행과 신용보증재단간 업무 협약을 통해 개인사업자에게 영업점 방문 없이 95 부분신용보증서 담보로 운전자금을 지원하는 비대면 전용 상품
대출_430,IBK햇살론뱅크,"서민금융진흥원의 90 부분보증서를 담보로 하는 상품으로, 생계자금을 매월 원리금균등분할방식으로 지원하는 정책 서민금융상품",,정책서민금융상품 旣이용 고객이 추가대출 필요한 경우 제2금융권이 아닌 제도권 금융을 다시 지원받을 수 있도록 돕는 ＇징검다리＇ 상품
대출_431,IBK햇살론15,당행 또는 서민금융통합지원센터의 심사를 통해 발급한 국민행복기금 전액 보증으로 생계자금을 최대 14백만원까지 분할상환방식으로 지원하는 상품,,대부업·사금융 이용이 불가피한 최저신용자를 제도권 금융으로 포용할 수 있도록 국민행복기금 전액 보증으로 생계자금을 지원하도록 은행권 공동 출시된 상품
대출_432,IBK브릿지보증서 담보대출,100 보증서 담보대출로 매월 상환하는 원금균등분할상환방식 대출,,폐업 소상공인 자영업자가 보유한 보증서(재단) 담보대출을 브릿지보증에 의해 가계대출로 대환하는 가계대출상품
대출_433,i-ONE중기부R&D신용대출,"중기부 추천 R&D과제 성공·수행 개인사업자에게 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 신용대출상품",,"중기부 추천 R&D과제 성공·수행 개인사업자에게 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 신용대출상품"
대출_434,i-ONE동반성장협력신용대출(중소기업중앙회II),"IBK기업은행에 입출금이 자유로운 예금계좌를 보유한 개인사업자 중 소기업·소상공인공제(노란우산) 가입 기업에게 은행방문 없이 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 상품",,"IBK기업은행에 입출금이 자유로운 예금계좌를 보유한 개인사업자 중 소기업·소상공인공제(노란우산) 가입 기업에게 은행방문 없이 비대면채널(기업인터넷뱅킹, i-ONE뱅크(기업))을 통하여 운전자금을 지원하는 상품"
대출_435,i-ONE 중기근로자우대신용대출,"영업점 방문 필요 없이 스마트폰(i-ONE 뱅크)을 통해 간편하게 지원하는 신용대출모바일스크래핑을 통해 근로자로 확인되는 고객을 대상으로 재직기간 및 소득조건 없이 한도대출(마이너스대출) 지원금리특약에 따라 대출금리를 우대하고, 대출신청 시 은행에서 정한 기준에 따라 중소기업 근로자로 확인되는 경우 대출금리 추가 우대",,근로자를 대상으로 소액한도대출을 비대면으로 간편하게 지원하는 중소기업 근로자 우대 신용대출상품
대출_436,IBK부분분할 전세대출,원금의 5 이상을 분할상환 약정하여 고객의 목돈마련을 도모하는 전세대출상품,,원금의 5 이상을 분할상환 약정하여 고객의 목돈마련을 도모하는 전세대출상품
대출_437,i-ONE소상공인부동산담보대출,"無방문, 無 종이서류 제출, 한 번의 로그인으로 대출 신청 완료, 신청 당일 또는 익영업일 대출 실행i-ONE뱅크 기업(앱) 전용 상품 * 인터넷뱅킹 또는 영업점 창구에서는 신청 불가",,기업은행에 입출금이 자유로운 예금계좌를 보유하고 있는 개인사업자(소상공인)를 대상으로 프로세스 자동화를 통해 사업 운영에 필요한 자금을 아파트를 담보로 비대면 채널(i-ONE뱅크 기업)에서 간편하게 지원하는 대출상품
대출_438,i-ONE 햇살론youth,"서민금융진흥원의 보증심사를 통해 발급한 서민금융진흥원 전액 보증으로 대학(원)생, 미취업청년 및 사회초년생들의 생계자금을 최대 12백만원까지 장기 분할상환방식(최대15년)으로 지원하는 상품",,"대학(원)생, 미취업청년 및 사회초년생들이 취업활동에 전념할 수 있도록 생활안정자금을 신속 지원하는 서민금융진흥원 전액보증 비대면 대출상품"
대출_439,IBK원클릭보증부대출,"보증기관 및 은행 방문 없이 인터넷뱅킹, 스마트뱅킹으로 보증신청, 간편심사를 통해 보증부대출 지원 상품",,"보증기관 및 은행 방문 없이 인터넷뱅킹, 스마트뱅킹으로 보증신청, 간편심사를 통해 보증부대출 지원 상품"
대출_440,BOX개인사업자신용대출,당행에 입출금이 자유로운 예금계좌를 보유하고 있는 개인사업자를 대상으로 BOX 플랫폼을 통해 대출심사를 자동화 하여 지원하는 신용대출상품,,당행에 입출금이 자유로운 예금계좌를 보유하고 있는 개인사업자를 대상으로 BOX 플랫폼을 통해 대출심사를 자동화 하여 지원하는 신용대출상품
대출_441,IBK벤처기업대출,혁신성과 성장가능성을 갖춘 벤처기업의 지속성장을 도모하기 위해 감면금리 등 혜택 제공,,유망 벤처기업에게 저리의 사업자금을 지원해주는 대출상품
대출_442,IBK청년전·월세대출,청년층의 주거비 부담을 경감하기 위한 은행권 공동 전월세대출 상품 (한국주택금융공사 전액 보증서),"대출신청일 기준 만 34세 이하의 민법상 성년으로 무주택자인 세대주이며, 본인과 배우자의 합산 소득이 7천만원 이하인 자 개인신용평점에 따른 제한은 없으나 보증기관 내부 신용등급 등 기준에 충족하지 못할 경우 상품가입이 제한될 수 있습니다.",청년층의 주거비 부담을 경감하기 위한 은행권 공동 전월세대출 상품
대출_443,IBK퍼스트원대출,장기간(최장 10년) 고정금리로 생활안정자금을 지원하는 신용대출상품,,신청일 현재 대출이 없는 중소기업 재직 청년의 금융비용 부담 완화를 위해 장기간(최장 10년) 고정금리를 지원하는 신용대출상품
대출_444,IBK벤처투자매칭대출,혁신적인 기술을 인정받아 투자를 유치한 벤처기업이 Death Valley를 극복하여 성장할 수 있도록 자금을 지원하는 대출상품,,혁신적인 기술을 인정받아 투자를 유치한 벤처기업이 Death Valley를 극복하여 성장할 수 있도록 자금을 지원하는 대출상품
대출_445,전환사채인수,"투자기간 중 저리(0, 1)로 자금을 사용, 만기까지 이자납입 유예 효과기간연장 불가, 기한 전상환 원칙적으로 불가. 단, 조기상환청구권* 행사에 의한 기한전상환은 가능 [*현저한 신용등급 하락, 경영안정성의 저하 및 채권회수에 지장이 있다고 판단될 사유(기한의 이익상실 사유 발생, 회사 중요자산의 압류?경매 진행, 회사의 자산 및 영업의 전부 또는 대부분을 양도 등)가 발생하는 경우]",,중소기업이 발행한 전환사채를 당행이 인수하여 안정적인 자금을 제공하고 향후 투자기업의 성장을 통해 자본이득을 추구하는 상품
대출_446,i-ONE 직장인전세대출,스마트폰(i-ONE뱅크앱)을 통해 대출신청 가능한 무방문 전세대출대출 가능금액과 예상금리를 365일 24시간 언제나 제한없이 확인대출에 필요한 서류는 스마트폰 사진 촬영으로 간단히 제출재직중인 기업이 IBK기업은행과 거래 중인 중소기업이라면 연 0.1p 금리우대,,은행 방문이 어려운 직장인을 위해 365일 24시간 스마트폰으로 간편하게 신청하는 전세대출
대출_447,i-ONE 사잇돌중금리대출,서울보증보험에 가입가능한 급여소득자를 대상으로 생활안정자금을 지원하는 무서류 무방문 모바일 중금리대출상품서울보증보험 개인금융신용보험증권 담보대출(100),,중신용자에게 스마트폰으로 간편하게 생활안정자금을 지원하는 서울보증보험(SGI) 보증서담보대출
대출_448,IBK안심전세대출,전세자금대출 지원과 동시에 임차보증금도 보전하는 전세대출상품,,전세자금대출 지원과 동시에 임차보증금도 보전하는 전세대출상품
대출_449,프랜차이즈 모바일론,"기업은행과 협약 체결한 프랜차이즈 본사 소속 가맹점에게 모바일 결제 앱을 제공하고, 앱을 통해 가맹본부 물품대금 등을 결제하는 가맹점에게 수시로대출로 운영자금을 지원",,"기업은행과 협약 체결한 프랜차이즈 본사 소속 가맹점에게 모바일 결제 앱을 제공하고, 앱을 통해 가맹본부 물품대금 등을 결제하는 가맹점에게 수시로대출로 운영자금을 지원"
대출_450,엘지그룹 임직원 생활안정자금대출,매월 약정이자는 회사에서 부담하고 할부금은 회사가 고객의 급여에서 공제하여 납부함,,LG계열사 사내 복지제도의 일환으로 회사와 은행의 업무협약에 의해 회사에서 추천한 임직원에게 은행이 저리로 지원하는 상품
대출_451,IBK징검다리론,"4대 서민금융 대출상품*을 성실상환 이후 자금지원의 공백 없이 은행 대출을 이용 * 새희망홀씨, 바꿔드림론, 햇살론, 미소금융",,서민금융 대출상품을 성실상환 후 자금지원 공백 없이 은행 대출을 이용할 수 있도록 지원하는 신용대출 상품
대출_452,IBK새희망홀씨II,저소득·저신용자를 위한 대표적인 서민금융상품,,저소득·저신용자를 위한 대표적인 서민금융상품
대출_453,i-ONE소상공인대출,"당행에 입출금이 자유로운 예금계좌를 보유하고 있는 개인사업자를 대상으로 은행방문없이 비대면채널(인터넷뱅킹, i-ONE뱅크 앱)을 통하여 운전자금을 지원하는 대출상품",,"당행에 입출금이 자유로운 예금계좌를 보유하고 있는 개인사업자를 대상으로 은행방문 없이 비대면채널(인터넷뱅킹, i-ONE뱅크 앱)을 통하여 운전자금을 지원하는 대출상품"
대출_454,기술임치기업협약보증대출,기술자료 임치제도 활용,,"대·중소협력재단의 ""기술자료 임치제도""를 기반으로 동 임치제도를 활용하는 기업의 사업 활성화 기반조성을 위해 기술보증기금이 발급한 보증서를 담보로 지원하는 상품"
대출_455,i-ONE 장기카드대출,모바일(i-ONE뱅크)·인터넷·ARS·ATM에서 실행 가능한 장기카드대출(카드론) 상품 방문 서류 없이 편리하게 대출신청 가능,"신용카드를 소지한 개인회원 중 신용도 및 이용실적에 의해 장기카드대출 대상자로 선정된 회원 (단, 대상자로 선정되어도 신청시점의 신용상태 변동에 따라 장기카드대출 신청이 제한될 수 있습니다.)계약기간3개월, 6개월, 9개월, 12개월, 18개월, 24개월, 36개월, 48개월, 60개월 중 선택가능 (고객님의 신용도, 이용실적 및 장기카드대출 신청금액에 따라 대출가능개월 수가 변동될 수 있으며, 거치기간 선택 시 거치기간 만큼 대출기간이 연장됩니다.)이자지급식주기1년을 365일(윤년은 366일)로 보고 1윌 단위로 계산유의사항신용정보관리대상 또는 연체 시 장기카드대출 이용이 제한될 수 있습니다.대출한도 및 이자율은 고객님의 신용도 및 이용실적에 따라 차등 적용됩니다. 장기카드대출 정보가 신용정보회사에 제공되며, 개인신용평점이 변동될 수 있습니다.카드이용대금과 이에 수반되는 모든 수수료를 지정된 대금 결제일에 상환합니다.납입일이 휴일인 경우, 익영업일로 자동으로 납부가 이월되며, 해당 기간만큼의 이자가 가산됩니다.휴대전화번호 등록/변경이 비대면채널(인터넷, 고객센터 등)에 의해 이루어진 경우로7일이 경과하지 않으면 장기카드대출 이용이 제한될 수 있습니다. 연체이자율연체이자율은 ""대출이자율 + 최대 3"" 로 법정 최고금리(20)를 초과하지 않으며, 대출상환일에 상환해야할 금액에 대하여 계산됩니다. 대출계약철회권 안내대출실행 후 14일 이내에 철회의사표시 신청을 하고 원리금 잔액 상환한 경우 대출기록 삭제(단, 기록 삭제까지 일정 시일이 소요됩니다.)신청방법 : 영업점, 인터넷뱅킹, IBK고객센터(☎1566-2566)",쉽고 빠른 신용카드 대출상품
대출_456,IBK동반자우대대출,공공기관 및 회사의 등급에 따라 대출한도 및 대출금리가 결정,,당행과 거래중인 우량 기업 임직원을 대상으로 대출한도 및 대출금리를 우대해주는 신용대출상품
대출_457,IBK중(中)금리 신용대출,중·저신용자에게 생활안정자금을 지원하는 중금리 신용대출 상품,,중·저신용자에게 생활안정자금을 지원하는 중금리 신용대출 상품
대출_458,IBK주택담보프리워크아웃론,기존 주택담보대출 대환 용도,,채무상환능력이 우려되는 가계차주의 부실발생을 예방하고자 사전 채무조정 기회를 부여하기 위해주택담보대출을 만기 10년 이상 장기분할상환 대출로 대환하는 제도
대출_459,수출입기업유동성지원자금대출,격한 환율변동에 따른 수출채산성 및 가격경쟁력 악화로 일시적인 자금곤란을 겪고 있는 수출입 중소기업의 원활한 경영활동을 지원하기 위한 상품,,격한 환율변동에 따른 수출채산성 및 가격경쟁력 악화로 일시적인 자금곤란을 겪고 있는 수출입 중소기업의 원활한 경영활동을 지원하기 위한 상품
대출_460,IBK근로자우대 전세대출,임차보증금을 지원받고자 하는 고객 또는 임차보증금을 활용하여 생활안정자금을 지원받고자 하는 고객을 위한 전세대출 상품,,전세거주 근로소득자를 대상으로 임차보증금 반환채권에 대해 질권설정 및 손해보험사의 권리보험 가입을 통해 신규임차자금 또는 생활안정자금을 지원하는 저금리 전세대출
대출_461,IBK개인프리워크아웃론,연체우려자 및 연체자(연체 15일 이상 3개월 미만)의 전액 신용대출을 만기 10년 이내의 비거치식 분할상환대출로 대환,,원리금 상환이 어려운 가계 신용대출 고객의 연체방지를 위해 기존 당행 대출을 장기 분할상환대출로대환하여 정상거래를 유도
대출_462,동산채권담보대출,"동산ㆍ채권 등의 담보에 관한 법률 및 ""동산·채권담보대출 담보운용기준""에 의거하여 동산ㆍ채권을 담보로 취급하는 상품",,"동산ㆍ채권 등의 담보에 관한 법률 및 ""동산·채권담보대출 담보운용기준""에 의거하여 동산ㆍ채권을 담보로 취급하는 상품"
