보증_고유키,금융회사코드,금융회사명,상품종류,상품유형,금융상품코드,금융상품명,가입방법,이자지급방법,예금자보호,세제혜택,만기후이자율,우대조건,가입제한,가입대상,기타 유의사항,최고한도,저축기간,저축금리,최고금리,최고 우대금리,가입금액,기준일자,심의필일자,적재일자,상품설명,중도해지금리,상품판매기간
보증_1383,554,예가람저축은행,입출금자유예금상품,,P000000012,보통예금(입출금예금),#가입제한없음 #가입기간제한없음 #입출금자유롭게,"매분기(3,6,9,12월)의 세 번째 토요일까지 계산된 이자를 다음 날에 원금 가산","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","예치기간 : 제한없음 (만기 및 중도해지 이자 지급시 비과세); / 저축한도 : 전 금융기관 1인당 5,000만원; / 가입대상 : - 가입연령 만 65세 이상(2019년 기준) - 장애인 복지법 제32조의 규정에 의하여 등록한 장애인- 독립유공자 예우에 관한 법률 제 6조 규정에 의해 등록한 독립유공자와 그 유족 및 가족- 국가유공자 예우 및 지원에 관한 법률 제 6조의 규정에 의하여 등록된 상이자- 고엽제후유증환자 및 5.18 민주화운동부상자- 국민 생활보장법 제 2조2호의 규정에 의한 수급자;",,,,비거주 외국인 외 제한없음,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다. 계좌에 압류, 가압류, 질권설정 등이 등록될 경우 원금 및 이자 지급 제한됩니다.",,제한없음,연0.2%(세전) :/:/:/:,,,제한없음,,제2023-023호(유효기간 2023.02.21~2024.02.20),20240104.0,입출금이 자유로운 예금#가입제한없음 #가입기간제한없음 #입출금자유롭게,,
보증_1384,578,한화저축은행,,,,보통예금,인터넷,"매분기 마지막 월(3,6,9,12월) 셋째주 토요일 원금에 가산 결산기준일 익일부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","- 비과세종합저축 가입가능- 가입대상 : 만65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 국가유공자증에 의한 상이자, 기초생활보장수급자, 고엽제후유의증 환자, 5.18민주화운동 부상자※ &rsquo20.1.1. 이후 가입(자동재예치) 분부터 「직전 3개년도 과세기간내 1회 이상 금융소득 종합과세 대상자(금융소득 연간 합계액이 2천만원 초과)」에 해당하는 경우 추후 검증을 통해 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 일반과세로 전환될 수 있음※ 관련 세법이 개정될 경우 세율이 변경되거나 세금이 부과될 수 있음※ 계약기간 만료일 이후의 이자는 과세됨",해당사항없음,-,,제한없음,부수되는 서비스해당사항없음,,제한없음,제한없음0.10,0.10,,제한없음,,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,단기자금 및 가계자금 운영을 위한 입출금이 자유로운 예금상품,해당사항없음,
보증_1385,578,한화저축은행,,,,플러스알파기업자유예금,인터넷,"매분기 마지막 월(3,6,9,12월) 셋째주 토요일 원금에 가산","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.",해당사항없음,-,,"법인, 사업자등록증을 소지한 개인기업",부수되는 서비스해당사항없음,,제한없음,제한없음0.10,0.10,,"10,000,000원 이상 ~ 1,000,000,000원 이하",,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,기업의 운전자금 운영을 위한 입출금이 자유로운 예금상품,해당사항없음,
보증_1386,578,한화저축은행,,,,라이프플러스 정기적금(정액식),인터넷,만기일시지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","- 비과세종합저축 가입가능- 가입대상 : 만65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 국가유공자증에 의한 상이자, 기초생활보장수급자, 고엽제후유의증 환자, 5.18민주화운동 부상자※ &rsquo20.1.1. 이후 가입(자동재예치) 분부터 「직전 3개년도 과세기간내 1회 이상 금융소득 종합과세 대상자(금융소득 연간 합계액이 2천만원 초과)」에 해당하는 경우 추후 검증을 통해 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 일반과세로 전환될 수 있음※ 관련 세법이 개정될 경우 세율이 변경되거나 세금이 부과될 수 있음※ 계약기간 만료일 이후의 이자는 과세됨","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간","라이프플러스 정기적금 가입일 이후부터 적금 만기 30일 이전 까지 캐롯손해보험(주) 자동차 보험을 인터넷 사이트를 통해 보험가입 기간을 1년으로 하고, 보험료는 금 삼십만원 (300,000원) 이상을 신규 가입하여 정기적금 만기 시까지 보험 계약을 유지한 경우",,인터넷뱅킹(비대면) 가입 고객(1인 1계좌 제한),"부수되는 서비스중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.연계&middot제휴 서비스 내용라이프플러스 정기적금 가입하고 동시에 캐롯손해보험 자동차 보험을 가입하면 약정금리 + 우대금리를 지급하는 인터넷 (비대면) 전용 정기적금우대금리 적용 조건라이프플러스 정기적금 가입일 이후부터 적금 만기 30일 이전 까지 캐롯손해보험(주) 자동차 보험을 인터넷 사이트를 통해 보험가입 기간을 1년으로 하고, 보험료는 금 삼십만원 (300,000원) 이상을 신규 가입하여 정기적금 만기 시까지 보험 계약을 유지한 경우연계&middot제휴 서비스 이행책임한화저축은행은 연계&middot제휴서비스 등을 부당하게 축소하거나 변경하지 않으며, 불가피하게 축소하거나 변경하는 경우 그에 상응 하는 다른 연계&middot제휴서비스를 제공연계&middot제휴 서비스 제공기간라이프플러스 정기적금 신규 가입 일부터 만기일 30일 이전까지 (단, 적금 계약기간을 초과할 수 없으며, 적금의 중도해지 시 연계&middot제휴서비스 제공 중단)연계&middot제휴 서비스 축소 변경내용 사전 통지방법다음 중 2개 이상의 방법으로 6개월 전부터 매월 고지- 서면 교부, 우편 또는 전자우편, 전화 또는 팩스, 휴대전화 메시지 또는 이에 준하는 전자적 의사표시※ 단, 그에 상응하는 다른 연계&middot제휴서비스를 제공하거나 금융회사의 휴업&middot파산&middot경영상의 위기 등에 따른 불가피한 경우 제외)연계&middot제휴 서비스 제공요건상품 가입시 연계&middot제휴서비스가입 및 개인(신용)정보의 제3자 제공에 동의",,12개월,10만원2.903.406.3020만원2.351.704.0530만원2.351.103.4540만원2.350.803.15,6.30,,"100,000원, 200,000원, 300,000원, 400,000원",2022.07.05,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,정기적금 가입하고 동시에 캐롯손해보험 자동차 보험을 가입하면 약정금리 + 우대금리를 지급하는 인터넷(비대면) 전용 정기적금 상품입니다.,1개월 미만,
보증_1387,578,한화저축은행,,,,한화가족사랑 정기적금 자유식,인터넷,만기일시지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한 없음,부수되는 서비스-,,6개월 이상 60개월 이하(월 단위),6개월2.702.0012개월3.502.8024개월3.502.8036개월3.502.80,3.50,,정액식 : 1만원 이상 자유식 : 고객이 정한 계약금액의 매월 10% 이내 횟수에 관계없이 자유롭게 불입,2022.12.01,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,정액식 : 목돈 마련을 위해 매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급 받는 상품입니다.자유식 : 목돈 마련을 위해 일정한 기간을 정하고 고객님께서 정한 계약금 한도 내에서 불입 횟수에 제한 없이 자유롭게 불입하여 만기일에 원리금을 지급 받는 상품입니다.,1개월 미만,
보증_1388,578,한화저축은행,,,,한화가족사랑 정기적금 정액식,인터넷,만기일시지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,"중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한 없음,부수되는 서비스-,,6개월 이상 60개월 이하(월 단위),6개월2.702.0012개월3.502.8024개월3.502.8036개월3.502.80,3.50,,정액식 : 1만원 이상 자유식 : 고객이 정한 계약금액의 매월 10% 이내 횟수에 관계없이 자유롭게 불입,2022.12.01,준법감시인 심의필 제2023-76호(2023.11.27~2024.11.26),20240104.0,정액식 : 목돈 마련을 위해 매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급 받는 상품입니다.자유식 : 목돈 마련을 위해 일정한 기간을 정하고 고객님께서 정한 계약금 한도 내에서 불입 횟수에 제한 없이 자유롭게 불입하여 만기일에 원리금을 지급 받는 상품입니다.,1개월 미만,
보증_1389,578,한화저축은행,,,,e뱅킹 정기적금(정액식),인터넷,만기일시지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","- 비과세종합저축 가입가능- 가입대상 : 만65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 국가유공자증에 의한 상이자, 기초생활보장수급자, 고엽제후유의증 환자, 5.18민주화운동 부상자※ &rsquo20.1.1. 이후 가입(자동재예치) 분부터 「직전 3개년도 과세기간내 1회 이상 금융소득 종합과세 대상자(금융소득 연간 합계액이 2천만원 초과)」에 해당하는 경우 추후 검증을 통해 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 일반과세로 전환될 수 있음※ 관련 세법이 개정될 경우 세율이 변경되거나 세금이 부과될 수 있음※ 계약기간 만료일 이후의 이자는 과세됨","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,당사 인터넷뱅킹(비대면) 가입 고객,부수되는 서비스해당사항없음,,6개월 이상 60개월 이하(월 단위),6개월2.752.0512개월3.552.8524개월3.552.8536개월3.552.85,3.55,,정액식 : 1만원 이상 자유식 : 고객이 정한 계약금액의 매월 10% 이내 횟수에 관계없이 자유롭게 불입,2022.12.01,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,정액식 : 목돈 마련을 위해 매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급 받는 상품입니다.자유식 : 목돈 마련을 위해 일정한 기간을 정하고 고객님께서 정한 계약금 한도 내에서 불입 횟수에 제한 없이 자유롭게 불입하여 만기일에 원리금을 지급 받는 상품입니다.,1개월 미만,
보증_1390,578,한화저축은행,,,,e뱅킹 정기적금(자유식),인터넷,만기일시지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,당사 인터넷뱅킹(비대면) 가입 고객,부수되는 서비스해당사항없음,,6개월 이상 60개월 이하(월 단위),6개월2.752.0512개월3.552.8524개월3.552.8536개월3.552.85,3.55,,정액식 : 1만원 이상 자유식 : 고객이 정한 계약금액의 매월 10% 이내 횟수에 관계없이 자유롭게 불입,2022.12.01,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,정액식 : 목돈 마련을 위해 매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급 받는 상품입니다.자유식 : 목돈 마련을 위해 일정한 기간을 정하고 고객님께서 정한 계약금 한도 내에서 불입 횟수에 제한 없이 자유롭게 불입하여 만기일에 원리금을 지급 받는 상품입니다.,1개월 미만,
보증_1391,578,한화저축은행,,,,e뱅킹 정기적금(10만원),인터넷,만기일시지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","- 비과세종합저축 가입가능- 가입대상 : 만65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 국가유공자증에 의한 상이자, 기초생활보장수급자, 고엽제후유의증 환자, 5.18민주화운동 부상자※ &rsquo20.1.1. 이후 가입(자동재예치) 분부터 「직전 3개년도 과세기간내 1회 이상 금융소득 종합과세 대상자(금융소득 연간 합계액이 2천만원 초과)」에 해당하는 경우 추후 검증을 통해 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 일반과세로 전환될 수 있음※ 관련 세법이 개정될 경우 세율이 변경되거나 세금이 부과될 수 있음※ 계약기간 만료일 이후의 이자는 과세됨","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,당사 인터넷뱅킹(비대면) 가입 고객 (1인 1계좌 제한),부수되는 서비스해당사항없음,,12개월,12개월2.90,2.90,,"정액식 : 100,000원",,준법감시인 심의필 제2023-51호(2023.09.06~2024.09.05),20240104.0,"목돈 마련을 위해 매월 100,000원을 정기적으로 납입하여 만기일에 원리금을 지급받는 상품으로, 인터넷뱅킹을 가입하신 고객님에 한하여 신규개설이 가능합니다.",1개월 미만,
보증_1392,578,한화저축은행,,,,한화가족사랑 정기예금 단리식,인터넷,만기일시지급(복리식) : 만기(후) 또는 중도해지 요청시 이자를 지급 매월약정일(단리식),"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","- 비과세종합저축 가입가능- 가입대상 : 만65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 국가유공자증에 의한 상이자, 기초생활보장수급자, 고엽제후유의증 환자, 5.18민주화운동 부상자※ &rsquo20.1.1. 이후 가입(자동재예치) 분부터 「직전 3개년도 과세기간내 1회 이상 금융소득 종합과세 대상자(금융소득 연간 합계액이 2천만원 초과)」에 해당하는 경우 추후 검증을 통해 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 일반과세로 전환될 수 있음※ 관련 세법이 개정될 경우 세율이 변경되거나 세금이 부과될 수 있음※ 계약기간 만료일 이후의 이자는 과세됨","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한없음,부수되는 서비스해당사항없음,,1개월 이상 24개월 이하(월 또는 일단위 가능),1개월1.601.603개월2.002.006개월2.502.5112개월3.903.9724개월3.203.30,3.97,,10만원 이상,,준법감시인 심의필 제2023-72호(2023.11.01~2024.10.31),20240104.0,목돈을 일정 기간 동안 예치하고 만기까지 확정금리 수익률로 보장하는 정기예금 상품입니다.,1개월 미만,
보증_1393,578,한화저축은행,,,,한화가족사랑 정기예금 복리식,인터넷,만기일시지급(복리식) : 만기(후) 또는 중도해지 요청시 이자를 지급 매월약정일(단리식),"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","- 비과세종합저축 가입가능- 가입대상 : 만65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 국가유공자증에 의한 상이자, 기초생활보장수급자, 고엽제후유의증 환자, 5.18민주화운동 부상자※ &rsquo20.1.1. 이후 가입(자동재예치) 분부터 「직전 3개년도 과세기간내 1회 이상 금융소득 종합과세 대상자(금융소득 연간 합계액이 2천만원 초과)」에 해당하는 경우 추후 검증을 통해 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 일반과세로 전환될 수 있음※ 관련 세법이 개정될 경우 세율이 변경되거나 세금이 부과될 수 있음※ 계약기간 만료일 이후의 이자는 과세됨","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한없음,부수되는 서비스해당사항없음,,1개월 이상 24개월 이하(월 또는 일단위 가능),1개월1.601.603개월2.002.006개월2.502.5112개월3.903.9724개월3.203.30,3.97,,10만원 이상,2023.11.02,준법감시인 심의필 제2023-72호(2023.11.01~2024.10.31),20240104.0,목돈을 일정 기간 동안 예치하고 만기까지 확정금리 수익률로 보장하는 정기예금 상품입니다.,1개월 미만,
보증_1394,578,한화저축은행,,,,한화자동연장 정기예금 단리식,인터넷,만기일시지급(복리식) : 만기(후) 또는 중도해지 요청시 이자를 지급 매월약정일(단리식),"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한없음,부수되는 서비스해당사항없음,,1개월 이상 24개월 이하(월 또는 일단위 가능),1개월1.601.603개월2.002.006개월2.502.5112개월3.954.0224개월3.253.35,4.02,,10만원 이상,2023.11.02,준법감시인 심의필 제2023-72호(2023.11.01~2024.10.31),20240104.0,목돈을 일정 기간 동안 예치하고 만기까지 확정금리 수익률로 보장하는 정기예금 상품입니다.,1개월 미만,
보증_1395,578,한화저축은행,,,,한화자동연장 정기예금 복리식,인터넷,만기일시지급(복리식) : 만기(후) 또는 중도해지 요청시 이자를 지급 매월약정일(단리식),"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한없음,부수되는 서비스해당사항없음,,1개월 이상 24개월 이하(월 또는 일단위 가능),1개월1.601.603개월2.002.006개월2.502.5112개월3.954.0224개월3.253.35,4.02,,10만원 이상,2023.11.02,준법감시인 심의필 제2023-72호(2023.11.01~2024.10.31),20240104.0,목돈을 일정 기간 동안 예치하고 만기까지 확정금리 수익률로 보장하는 정기예금 상품입니다.,1개월 미만,
보증_1396,578,한화저축은행,,,,한화회전 정기예금 단리식,인터넷,매월약정일(단리식) 회전주기단위 만기일시지급(월복리식) : 만기(후) 또는 중도해지 요청시 이자를 지급* 회전주기단위 이자지급 : 매1년 회전주기 해당일에 원금만 연장되고 이자는 별도 지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한없음,부수되는 서비스해당사항없음,,36개월 (회전기간 12개월)* 회전기간 : 금리가 변경 적용되는 주기,36개월 (회전주기 12개월)4.004.07,4.07,,10만원 이상,2023.11.02,준법감시인 심의필 제2023-72호(2023.11.01~2024.10.31),20240104.0,매1년 회전주기마다 계약기간 이내에서 이자율이 변동 적용되는 정기예금 상품입니다.,"신규일로부터 1회전주기가 도래하기 전 중도해지시중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과기간",
보증_1397,578,한화저축은행,,,,한화회전 정기예금 복리식,인터넷,매월약정일(단리식) 회전주기단위 만기일시지급(월복리식) : 만기(후) 또는 중도해지 요청시 이자를 지급* 회전주기단위 이자지급 : 매1년 회전주기 해당일에 원금만 연장되고 이자는 별도 지급,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 &quot최고 5천만원&quot이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 - 전 금융기관 통합한도 5천만원 범위&middot 대상자 : 만65세이상 고령자, 장애인, 국가유공상이자, 기초생활수급자, 고엽제후유증환자, 독립유공자와 그 유족 및 가족, 5.18민주화운동 부상자&middot 비과세 종합저축 소득요건 관련 안내2020년 1월 1일 이후 비과세종합저축 가입자는 조세특례제한법 제88조의2에 의거 직전 3개 과세기간 중 어느 하나 이상의 과세기간이 금융소득종합과세 대상(금융소득 연간 합계액이 2천만원 초과)에 해당될 경우 가입대상에서 제외되며, 이후 관련 법령에서 정하는 절차에 따라 비과세종합저축이 해지(일반과세 전환)되는 등 불이익을 받을 수 있습니다.일반과세, 법인과세 - 이자소득의 15.4% (소득세 14%, 지방소득세 1.4%)※ 관계법령 개정시 변경된 세율에 따라 구분 적용됩니다.","중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과 기간",-,,제한없음,부수되는 서비스해당사항없음,,36개월 (회전기간 12개월)* 회전기간 : 금리가 변경 적용되는 주기,36개월 (회전주기 12개월)4.004.07,4.07,,10만원 이상,2023.11.02,준법감시인 심의필 제2023-72호(2023.11.01~2024.10.31),20240104.0,매1년 회전주기마다 계약기간 이내에서 이자율이 변동 적용되는 정기예금 상품입니다.,"신규일로부터 1회전주기가 도래하기 전 중도해지시중도해지이율표이며 기간, 중도해지이율 항목이 있습니다.경과기간",
