카드_고유키,상품명,카드설명
카드_610,[BNK경남] 경남 그린카드(전국),국내 가맹점 이용금액 0.2~0.8% 에코머니 적립
카드_611,[하나] 그린카드,국내 가맹점 최대 0.8% 에코머니 적립
카드_612,[DGB대구] 그린카드(전국),국내 전가맹점 최대 0.8% 에코머니 적립
카드_613,[NH농협] 그린카드(전국),국내 가맹점 이용금액0.2~0.8% 에코머니 적립
카드_614,[BNK부산] 그린카드,국내 전가맹점 최대 0.8% 에코머니 적립
카드_615,[SC제일] TIME카드,편의점 및 제과점 10% 할인
카드_616,[BNK경남] 에코가람울산카드,"할인점,백화점,병의원,약국,학원업종 이용 시 5% 할인"
카드_617,[BNK경남] 새창원사랑카드,"전국 할인점,백화점, 병.의원, 학원업종 등 5% 할인"
카드_618,[우리] New 화물차유류구매개인신용카드,부가세 환급 지원 서비스 지원
카드_619,[BNK부산] 캐쉬백카드(국내),국내 가맹점 최대 0.7% 할인
카드_620,[DGB대구] DGB 대백카드(공통),전 주유소 리터당 60원 할인
카드_621,[DGB대구] DGB대백카드(향기카드),전 주유소 리터당 60원 할인
카드_622,[IBK기업은행] 후불 하이패스카드,평일 출퇴근 시간대 통행료 자동 20%/50% 할인
카드_623,[SC제일] 퍼스트 시그니처 스카이패스,영화 인터넷 예매 시 최대 4000원 할인
카드_624,[DGB대구] 대구단디 신용카드,GS칼텍스 리터당 60원 할인
카드_625,[SC제일] 딜라이트 카드,GS칼텍스 주유소 이용 시 리터당 40원 할인
카드_626,[NH농협] Save & Safe카드,GS칼텍스 주유소 리터당 60~80원 적립
카드_627,[NH농협] 경기 아이플러스카드(신용),교육(외국어/컴퓨터/예체능/유치원/기타) 10% 청구할인
카드_628,[BC공통] 비씨 다이아몬드 골프야드 카드,다이아몬드 등급 VIP 서비스
카드_629,[BC공통] 비씨 다이아몬드 TOP 카드,다이아몬드 등급 VIP 서비스
카드_630,[BC공통] 비씨 다이아몬드 스카이패스 카드,다이아몬드 등급 VIP 서비스
카드_631,[BC공통] 비씨TOP포인트카드,TOP포인트 최대 0.3% 적립
카드_632,[BC공통] 독도지킴이카드,0.1% 독도지킴이 기금 제공
카드_633,[BC공통] 인피니트 TOP 카드,인피니트 등급 VIP 서비스
카드_634,[BC공통] 인피니트 아시아나클럽 카드,인피니트 등급 VIP 서비스
카드_635,[BC공통] 인피니트 스카이패스 카드,인피니트 등급 VIP 서비스
카드_636,[NH농협] Premium Top 카드,SK주유소 이용시 리터당 40포인트 적립
카드_637,[BC공통] BC Miles카드,1천원당 최대 2BC Mile 적립
카드_638,[BC공통] CarPlus카드,CarPlus 0.8% 포인트 적립
카드_639,[BNK부산] BUVIX카드,백화점 최대 3개월 무이자 할부
카드_640,[BC공통] Nobles 아시아나클럽카드,"마일리지 1,000원당 1마일 적립"
카드_641,[BC공통] TnT카드,통신요금 5% 할인
카드_642,[BC공통] Nobles 스카이패스,"마일리지 1,500원당 1마일 적립"
카드_643,[BC공통] 레포츠카드,"여행, 레포츠업종 등 무이자 할부서비스"
카드_644,[BC공통] 쉬즈 카드,"백화점, 대형마트 최대 3개월 무이자 할부"
카드_645,[BC공통] 아시아나클럽카드,"마일리지 1,000원당 1마일 적립"
카드_646,[BC공통] 스카이패스카드,"마일리지 1,500원당 1마일 적립"
카드_647,[BC공통] 비씨SK카드,SK 주유소 및 SK충전소 리터당 25원 할인
카드_648,[IBK기업은행] I-알뜰교통플러스(체크),대중교통 건당 100원 할인
카드_649,[BC바로] 밥바라밥 페이북머니 체크카드,커피/점심/저녁 8% 페이북 머니 적립
카드_650,[DGB대구] Z체크카드,조건없이 쓸때마다 할인
카드_651,[BC바로] 페이북 머니 체크카드,"No전월실적 No연회비, 매월 최대 1만원 적립"
카드_652,[IBK기업은행] 알토스카드,경기장 입장권 3천원 할인
카드_653,[BNK경남] Air Money 체크카드,쇼핑/학원 5% Air Money 적립
카드_654,[BNK부산] 2030 언택트 체크카드,구독 서비스 20% 청구할인
카드_655,[BNK경남] 울산 다자녀 사랑 체크(울산페이),SK주유소 1% 할인
카드_656,[BNK경남] 울산페이 체크카드,"병원, 약국, 학원 5% 할인"
카드_657,[SC제일] 리워드W 체크카드,적립 한도 없이 최대 0.6% 360리워드 포인트 적립
카드_658,[IBK기업은행] 하이틴즈(Hi TEENS Check),"편의점, 푸드, 음료매장 결제 시 500원 할인"
카드_659,[DGB대구] 똑디체크카드(비교통),커피전문점 5%할인
카드_660,[하나] L.pay 하나체크카드,L.POINT 최대 2% 적립
카드_661,[IBK기업은행] 이지캐시백 카드(체크),국내외 전 가맹점 이용금액의 0.2% 캐시백
카드_662,[하나] 하나 청년취업카드,하나머니 적립 서비스
카드_663,[하나] 메이플체크카드,넥슨캐시/세라 온라인 충전 15% 할인
카드_664,[DGB대구] NEW 현대백화점 체크카드,현대백화점/아울렛 5% 할인
카드_665,[BNK부산] BNK프렌즈카드(체크),국내 이용금액 최대 0.4% 할인
카드_666,[BNK경남] BNK프렌즈 체크카드,국내 이용금액 0.2~0.4% 캐시백
카드_667,[IBK기업은행] 참! 좋은 다이소카드(체크),다이소 이용금액 20% 할인
카드_668,[SC제일] 부자되세요 더 마일리지(체크),대한항공 마일리지 적립
카드_669,[IBK기업은행] 일상의 기쁨(체크),"CGV, 롯데시네마, 메가박스 4천원 할인"
카드_670,[BNK부산] 부자되세요 더 마일리지(체크),대한항공 마일리지 적립 서비스
카드_671,[IBK기업은행] 부자되세요 더 마일리지(체크),대한항공 마일리지 적립 서비스
카드_672,[IBK기업은행] 안녕 체크카드,대중교통(버스/지하철) 이용금액 5% 할인
카드_673,[IBK기업은행] 용인시민카드(체크),용인시 주요 놀이공원 50~60% 할인
카드_674,[IBK기업은행] Hola IYTC 국제청소년증 체크카드,해외가맹점 이용금액의 1% 캐시백
카드_675,[IBK기업은행] Hola ISIC 국제학생증 체크카드,해외가맹점 이용금액의 1%캐시백
카드_676,[IBK기업은행] 나라사랑카드,군마트(PX) 10% 청구할인
카드_677,[IBK기업은행] AK IBK 체크카드,AK플라자 5% 즉시할인
카드_678,[SC제일] 신세계360카드,"신세계 가맹점 1~10% 적립, 일반 가맹점 0.2% 적립"
카드_679,[NH농협] DC 줌 체크카드,"외식, 쇼핑, 카페, 교통,서점,병원/약국 10% 할인"
카드_680,[SC제일] 국민행복카드(체크),"병/의원,조산원,산후조리원 업종 3% 할인"
카드_681,[NH농협] 점점적립카드(체크),국내외 전 가맹점 0.2%~0.4% TOP포인트 적립
카드_682,[우리] 국민행복카드(체크),"병,의원/조산원/산후조리원 업종 3% 할인(캐시백)"
카드_683,[IBK기업은행] 카카오페이 체크카드,카카오페이 이용금액 15% 청구할인
카드_684,[DGB대구] 카카오페이 체크카드,카카오페이 이용금액 15% 할인
카드_685,[BNK부산] 카카오페이 체크카드,카카오페이 이용금액 15% 할인
카드_686,[BNK경남] 카카오페이 체크카드(비교통),카카오페이 이용금액 15% 청구 할인
카드_687,[BNK경남] 카카오페이 체크카드(교통),카카오페이 이용금액 15% 청구 할인
카드_688,[NH농협] 국민행복카드(체크),"병/의원,조산원,산후조리원 업종 3% 할인"
카드_689,[DGB대구] 국민행복카드(체크),"병,의원/조산원/산후조리원 업종 3% 할인"
카드_690,[BNK경남] 국민행복카드(체크),"병/의원, 조산원, 산후조리원 업종 3% 청구할인"
카드_691,[IBK기업은행] 국민행복카드(체크),"병/의원, 조산원, 산후조리원 업종 3% 할인"
카드_692,[IBK기업은행] IBK-Syrup카드(체크),통합 멤버십 서비스
카드_693,[DGB대구] 부자되세요 홈쇼핑카드(체크),6대 홈쇼핑 6%할인
카드_694,[IBK기업은행] 참! 좋은 kt wiz카드(체크),수원 kt wiz파크 입장권 및 구단 야구용품 할인
카드_695,[SC제일] 아이행복카드(체크),어린이집 및 유치원 5% 할인
카드_696,[NH농협] 아이행복카드(체크),"온라인쇼핑몰, 소셜커머스 3~5% 청구할인"
카드_697,[IBK기업은행] 참! 좋은 글로벌체크카드,해외 가맹점 이용금액의 1.5% 캐시백
카드_698,[SC제일] 리워드11 체크카드,11번가 이용 시 11% 적립
카드_699,[DGB대구] Y+체크카드(월드),"블랙스미스, 아웃백 20% 할인"
카드_700,[BNK부산] 369청춘불패 오포인트카드,토익 응시료 10% 할인
카드_701,[NH농협] Oh! point 더블체크카드,카드 이용액의 0.2%를 Oh! Point로 적립
카드_702,[SC제일] 두드림플러스체크카드,"병원, 약국 업종 가맹점 이용액의 10% 청구할인"
카드_703,[SC제일] 에이스플러스 체크카드,"영화 인터넷 예매 시 1,500원 청구할인"
카드_704,[BNK경남] Daily #1 체크카드,"전국 백화점, 할인점, 학원 이용 시 5% 할인"
카드_705,[BNK부산] 딩딩 체크카드,편의점 10% 할인
카드_706,[BNK경남] 1020 체크카드,교통요금 건당100원 할인
카드_707,[BNK경남] 1020체크(국내외전용),전국 영화관 현장 또는 인터넷 예매 4천원 할인
카드_708,[BNK경남] 1020체크(국내전용),전국 영화관 현장 또는 인터넷 예매 4천원 할인
카드_709,[DGB대구] Y+체크카드(선불형),"블랙스미스, 아웃백 20% 할인"
카드_710,[DGB대구] Y+체크카드,패밀리레스토랑 20% 할인
카드_711,[SC제일] New두드림체크카드,"병원, 약국 업종 가맹점 이용액의 10% 청구할인"
카드_712,[BNK경남] BNK경남 그린체크카드,"영화 인터넷 예매 시 1,500원 청구할인"
카드_713,[DGB대구] DGB 단디 그린체크카드,에코머니 가맹점 이용 시 1~5% 적립
카드_714,[BNK부산] 해피포인트 체크카드,해피포인트 가맹점 20% 할인
카드_715,[DGB대구] 해피포인트 DGB체크카드(일반형),해피포인트 가맹점 20% 할인
카드_716,[DGB대구] 해피포인트 DGB체크카드(선불형),해피포인트 가맹점 20% 할인
카드_717,[IBK기업은행] 나의알파체크_OK캐쉬백,"CGV 영화관 1,500원 현장할인"
카드_718,[DGB대구] 대구단디 체크카드,전주유소 2% 할인
카드_719,[BNK부산] 마이존 체크카드,전 주유소 1.2% 할인
카드_720,[SC제일] 에이스 체크카드,"패밀리 레스토랑 10%, 스타벅스 커피 20% 할인"
카드_721,[BC공통] 비씨TOP포인트카드,TOP포인트 최대 0.3% 적립
카드_722,[BNK부산] Hi+체크카드,국내 이용액 0.1% TOP포인트 적립
카드_723,모니모A 카드,
카드_724,MY S-OIL 삼성카드,
카드_725,삼성 iD VITA 카드,
카드_726,엠베스트 엘리하이 삼성카드,
카드_728,우리동네GS 삼성카드,
카드_729,네이버웹툰 삼성 iD 카드,"‘세기말 풋사과 보습학원’, ‘화산귀환’ 디자인으로 발급된 카드는 분실/파손에 의한 카드 재발급 또는 카드 유효기한 연장 발급 시 카드사 및 제휴사의 사정으로 사전 안내 없이 ＇베이직＇ 디자인으로 발급될 수 있습니다."
카드_730,삼성 iD ON 카드,
카드_731,삼성 iD SIMPLE 카드,
카드_732,삼성 iD ENERGY 카드,
카드_733,삼성 iD PET 카드,
카드_734,삼성 iD ALL 카드,
카드_735,삼성 iD ALL 카드 (포인트),
카드_736,삼성 iD MOVE 카드,
카드_737,삼성 iD CLASSY 카드,
카드_738,삼성 iD NOMAD 카드,
카드_739,삼성 iD EV 카드,
카드_740,삼성 iD EDU 카드,
카드_741,삼성 iD AUTO 카드,
카드_742,삼성 BIZ iD BENEFIT 카드,개인 및 개인사업자에 한해 발급 가능합니다.
카드_743,삼성 iD POCKET 카드,"만 12세~18세 청소년 전용 가족카드이며, 해당 카드는 홈페이지/앱을 통해서만 신청이 가능합니다."
카드_744,삼성카드 taptap O,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_745,taptap DIGITAL,
카드_746,taptap DRIVE,
카드_747,taptap SHOPPING,
카드_748,네이버페이 taptap,카드 신청은 네이버페이를 통해서만 가능합니다.
카드_749,삼성카드 taptap S,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_750,삼성카드 & MILEAGE,
카드_751,삼성카드 BIZ LEADERS,사업에 힘이 되는 카드
카드_752,삼성 모바일플러스카드,
카드_753,요기요 삼성카드,
카드_754,SSG.COM 삼성카드,
카드_755,삼성 페이 삼성카드 taptap,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_756,CU·배달의민족 삼성카드 taptap,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_757,삼성카드 taptap I,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_758,PAYCO taptap,카드 신청은 PAYCO 앱을 통해서만 가능합니다.
카드_759,Toss taptap S,Toss taptap S는 모바일·이메일 명세서를 기본으로 제공합니다.
카드_760,TRADERS CLUB 삼성카드,TRADERS CLUB 회원만 신청가능합니다.
카드_761,트레이더스신세계 삼성카드,
카드_762,트레이더스 삼성카드 BIZ,
카드_763,아시아나 삼성애니패스플래티늄카드,
카드_764,아시아나 삼성지엔미플래티늄카드,
카드_765,THE 1,
카드_766,THE O V2 (아시아나),
카드_767,삼성카드 스페셜마일리지,
카드_768,코웨이 삼성카드,
카드_769,쿠쿠 삼성카드,
카드_770,CJ 삼성 iD 카드,
카드_771,T나는혜택 삼성카드,"해당 카드는 삼성카드 홈페이지(PC, 모바일)·앱을 통해서만 신청 가능하며, 모바일·이메일 명세서를 기본으로 제공합니다."
카드_772,NS홈쇼핑 삼성카드,
카드_773,SK렌터카 삼성카드,SK 장기 렌터카 이용에 현명한 선택!
카드_774,신세계 아울렛 BENEFIT 삼성카드,
카드_775,U+알뜰폰 파트너스 삼성카드,"해당 카드는 삼성카드 홈페이지(PC, 모바일)·앱을 통해서만 신청 가능하며, 모바일·이메일 명세서를 기본으로 제공합니다."
카드_776,AIA 바이탈리티 ME 삼성카드,
카드_777,AIA 바이탈리티 WE 삼성카드,
카드_778,롯데월드카드,
카드_779,이마트신세계 삼성카드 5,
카드_780,홈플러스 삼성카드,
카드_781,신세계 Art & Science 삼성카드,
카드_782,삼성 햇살론카드,* 서민금융진흥원 햇살론카드 보증약정 체결 대상에 한해 신청 가능하며 유효기간이 남은 삼성개인신용카드 보유 회원은 제외됩니다 (체크카드 소액신용기능 이용고객 및 하이패스카드 이용고객 포함)
카드_783,SK매직 삼성카드,＇SK매직 삼성카드＇는 SK매직 상품 구매시 24·36개월 무이자 할부 혜택이 아닌 렌탈료 할인 혜택이 제공되는 카드입니다
카드_784,SC제일은행 드라이브 삼성카드,
카드_785,국민행복 삼성체크카드 V2,
카드_786,국민행복 삼성카드 V2,
카드_787,THE iD. TITANIUM (포인트),
카드_788,THE iD. PLATINUM (포인트),
카드_789,BIZ THE iD. PLATINUM (포인트),
카드_790,삼성카드 BIZ 4,
카드_791,삼성카드 BIZ 6,
카드_792,부릉 삼성카드 BIZ,
카드_794,SC제일은행 삼성체크카드 YOUNG,결제계좌 : SC제일은행
카드_795,SC제일은행 삼성체크카드 CASHBACK,결제계좌 : SC제일은행
카드_796,SC제일은행 삼성체크카드 POINT,결제계좌 : SC제일은행
카드_797,SC제일은행 글로벌 삼성체크카드,결제계좌 : SC제일은행
카드_798,삼성체크카드 & CASHBACK,"현금 입출금 기능 : KB국민은행, 신한은행, 우리은행"
카드_799,삼성체크카드 & POINT,"현금 입출금 기능 : KB국민은행, 신한은행, 우리은행"
카드_800,SK에너지 화물복지 삼성체크카드,
카드_801,화물복지 삼성체크카드,
카드_802,신세계KB국민은행 삼성체크카드,결제계좌 : KB국민은행
카드_803,에버리치 삼성체크카드,
카드_804,신세계 삼성애니패스포인트 체크카드,
카드_805,신세계 삼성지엔미포인트 체크카드,
카드_806,새마을금고 삼성애니패스포인트체크카드,결제계좌 : 새마을금고
카드_807,새마을금고 삼성체크카드,결제계좌 : 새마을금고
카드_808,삼성오토캐시백체크카드,
카드_809,삼성후불하이패스카드,
카드_810,삼성후불하이패스카드,
카드_811,the Black Edition3,Invitation Only
카드_812,the Purple osee,Not Just Luxury
카드_813,the Red Stripe,My Hot Luxury
카드_814,the Red Edition5,My Hot Luxury
카드_815,the Green Edition2,My First Luxury
카드_816,the Pink,My First Seduction
카드_817,M3 BOOST,어디서나 M포인트 적립받는 카드
카드_818,M2 BOOST,어디서나 M포인트 적립받는 카드
카드_819,M BOOST,어디서나 M포인트 적립받는 카드
카드_820,X3 BOOST,어디서나 할인받는 카드
카드_821,X2 BOOST,어디서나 할인받는 카드
카드_822,X BOOST,어디서나 할인받는 카드
카드_823,Z family,패밀리용 구간반복 할인카드
카드_824,Z work,출퇴근용 구간반복 할인카드
카드_825,Z ontact,방구석용 구간반복 할인카드
카드_826,ZERO Edition2(포인트형),실적·한도 제한 없는 카드
카드_827,ZERO Edition2(할인형),실적·한도 제한 없는 카드
카드_828,기아,기아멤버스·M포인트 적립받는 카드
카드_829,쏘카,쏘카크레딧 적립받는 카드
카드_830,제네시스,GENESIS OWNER ONLY
카드_831,현대자동차,블루멤버스 포인트 적립받는 카드
카드_832,대한항공,연회비 부담은 줄이고 오직 마일리지에 집중한 카드
카드_833,야놀자ㆍ인터파크(NOL 카드),야놀자·인터파크(투어/티켓)·트리플 NOL 포인트 적립받는 카드
카드_834,American Express,현대카드
카드_835,무신사,무신사 할인에 무신사 적립금 받는 카드
카드_836,이마트,신세계포인트 적립받는 카드
카드_837,지마켓(스마일카드),스마일캐시 적립받는 카드
카드_838,코스트코,코스트코 리워드 포인트 적립받는 카드
카드_839,SSG.COM,신세계 유니버스 클럽 자동 가입에 SSG MONEY 적립받는 카드
카드_840,네이버,네이버플러스 멤버십 혜택에 네이버페이 포인트 적립받는 카드
카드_841,미래에셋증권,스탁마일리지 적립하고 주식으로 바꾸는 카드
카드_842,배달의민족,배민포인트 적립받는 카드
카드_843,스타벅스,스타벅스 별 적립받는 카드
카드_844,GS칼텍스,GS칼텍스에서 할인받는 카드
카드_845,넥슨,넥슨 현대카드 포인트 적립
카드_846,KT,KT 통신요금 자동이체 할인받는 카드
카드_847,SKT,SKT 라이트할부 할인받는 카드
카드_848,LG U+,LG U+ 통신요금 자동이체 할인받는 카드
카드_849,기타,통신 요금 자동이체 할인받는 카드
카드_850,coway-현대카드M Edition3,coway 렌탈요금 자동납부 할인받는 카드
카드_851,LG전자-현대카드M Edition3,LG전자 렌탈요금 자동납부 할인받는 카드
카드_852,인플카 현대카드,인플루언서를 위한 카드
카드_853,현대홈쇼핑,쓸 때마다 H.point가 적립되는 카드
카드_854,예스24,쓸 때마다 YES포인트가 적립되는 카드
카드_855,하이마트,하이마트 장기할부 이용 시 할인받는 카드
카드_856,The CJ,CJ계열사 할인받고 M포인트까지 적립되는 카드
카드_857,롯데면세점,쓸 때마다 LDF PAY가 적립되는 카드
카드_858,SC제일은행,My Hot Luxury
카드_859,햇살론,할인 한도 없는 생활지원 카드
카드_860,경차,경차 주유 시 할인받는 카드
카드_861,화물차,화물차 유가보조금 환급 카드
카드_862,MY BUSINESS MFood&Drink,식당·카페 사장님을 위한 포인트카드
카드_863,MY BUSINESS M Retail&Service,도소매·서비스업 사장님을 위한 포인트카드
카드_864,MY BUSINESS MOnline Seller,온라인몰 사장님을 위한 포인트카드
카드_865,MY BUSINESS M3Food&Drink,식당·카페 사장님을 위한 플래티넘 포인트카드
카드_866,MY BUSINESS M3 Retail&Service,도소매·서비스업 사장님을 위한 플래티넘 포인트카드
카드_867,MY BUSINESS M3Online Seller,온라인몰 사장님을 위한 플래티넘 포인트카드
카드_868,MY BUSINESS XFood&Drink,식당·카페 사장님을 위한 할인카드
카드_869,MY BUSINESS X Retail&Service,도소매·서비스업 사장님을 위한 할인카드
카드_870,MY BUSINESS XOnline Seller,온라인몰 사장님을 위한 할인카드
카드_871,MY BUSINESS X3Food&Drink,식당·카페 사장님을 위한 플래티넘 할인카드
카드_872,MY BUSINESS X3 Retail&Service,도소매·서비스업 사장님을 위한 플래티넘 할인카드
카드_873,MY BUSINESS X3Online Seller,온라인몰 사장님을 위한 플래티넘 할인카드
카드_874,MY BUSINESS ZEROFood&Drink,식당·카페 사장님을 위한 조건·한도 없는 카드
카드_875,MY BUSINESS ZERO Retail&Service,도소매·서비스업 사장님을 위한 조건·한도 없는 카드
카드_876,MY BUSINESS ZEROOnline Seller,온라인몰 사장님을 위한 조건·한도 없는 카드
카드_877,체크카드,M포인트 적립 체크카드
카드_878,Gift카드,현대카드
카드_879,후불하이패스카드,현대카드
카드_880,씨티 NEW 캐시백 카드,전월실적/적립한도 없이 0.7% 기본 캐시백
카드_881,씨티 리워드 카드,적립한도 없이 최대 1.5% 씨티포인트 적립
카드_882,NEW 씨티 클리어 카드,최대 30% 라이프스타일 청구할인
카드_883,신세계 씨티 클리어,최대 7% 라이프 스타일 청구할인
카드_884,씨티 프리미어마일 카드 대한항공,마일리지 전환부터 결제대금 차감까지!
카드_885,씨티 프리미어마일 카드 아시아나,마일리지 전환부터 결제대금 차감까지!
카드_886,씨티 메가마일 스카이패스,"1,500원당 0.7 스카이패스 마일리지 한도 제한 없이 적립"
카드_887,씨티 메가마일 아시아나,"1,500원당 1 아시아나 마일리지 한도 제한 없이 적립"
카드_888,신세계 씨티 리워드(비자),최대 20% 특별 포인트 적립
카드_889,신세계 씨티카드 콰트로,최대 20% 청구할인
카드_890,갤러리아 씨티카드 프레스티지,엔터테인먼트 최대 20% 청구할인
카드_891,대백 씨티카드 아인스,엔터테인먼트 최대 20% 청구할인
카드_892,신세계 씨티 플래티늄 아시아나,아시아나 마일리지 적립
카드_893,신세계 씨티 아시아나,아시아나 마일리지 적립
카드_894,씨티 글로벌 월렛 체크카드(신규 판매 중단),국내외 다양한 혜택을 한번에
카드_895,씨티 캐시백 체크카드(신규 판매 중단),한도 없이 돌려 받는 캐시백
카드_896,신세계 씨티 플러스 체크카드(신규 판매 중단),신세계백화점 할인 및 신세계 포인트 적립
카드_897,씨티 체크+신용카드(신규 판매 중단),체크카드로 알뜰하게!신용카드로 편리하게!
카드_898,A+ 체크카드(신규 판매 중단),전국 모든 음식점 최대 10% 할인
카드_899,Save 체크카드(신규 판매 중단),"커피,영화,주유시 최고의 할인"
카드_900,항공사 마일리지 체크카드(신규 판매 중단),신용카드처럼 쓰면서 더 큰 혜택을 받는 체크카드 !
카드_901,비즈니스 체크카드(신규 판매 중단),개인사업자를 위한 금융맞춤카드
카드_902,씨티 비제휴 일반카드,리워드 자동 적립
카드_903,씨티BC 비제휴 TOP카드,다양한 리워드 사용
카드_904,씨티기업 후불하이패스카드(서비스),후불 하이패스 카드
카드_905,씨티 항공사 제휴카드(대한항공),(신규판매 중단 상품)
카드_906,씨티 항공사 제휴카드(아시아나),(신규판매 중단 상품)
카드_907,씨티BC 항공사 제휴카드(대한항공),(신규판매 중단 상품)
카드_908,씨티BC 항공사 제휴카드(아시아나),(신규판매 중단 상품)
카드_909,씨티BC SK제휴카드,(신규판매 중단 상품)
카드_910,씨티 럭키BC카드,(신규판매 중단 상품)
카드_911,씨티BC 우편요금 결제전용카드,(신규판매 중단 상품)
카드_912,씨티BC SK주유전용카드,(신규판매 중단 상품)
카드_913,씨티BC 주유전용카드,(신규판매 중단 상품)
카드_914,씨티BC 항공권 결제전용카드,(신규판매 중단 상품)
카드_915,씨티BC 플래티늄카드,(신규판매 중단 상품)
카드_916,올바른NEW HAVE(원이)체크카드,원이와 함께~ 스마트한 해외혜택!
카드_917,SOHO 다사로이OIL카드,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 주유특화카드\n
카드_918,NH1961카드,"전가맹점 0.7%, 범농협 판매장 0.8% 전월실적없이 무제한 적립 + NH페이 이용 시 추가 0.1% 적립"
카드_919,NH1961체크카드,"전가맹점 0.2%, 범농협 판매장 0.3% 전월실적없이 무제한 적립 + NH페이 이용 시 추가 0.1% 적립"
카드_920,SOHO 다사로이카드,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 카드
카드_921,SOHO 다사로이+카드,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 카드
카드_922,SOHO 다사로이체크카드,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 카드
카드_923,ON PLATINUM카드(포인트),"플래티늄 카드의 온-혜택을 ON, 켜다!"
카드_924,ON PLATINUM카드(스카이패스),"플래티늄 카드의 온-혜택을 ON, 켜다!"
카드_925,ON PLATINUM카드(아시아나클럽),"플래티늄 카드의 온-혜택을 ON, 켜다!"
카드_926,올바른FLEX카드,"일상의 FLEX, 혜택을 FLEX!"
카드_927,올리 POINT 체크카드,올리와 함께~스마트한 POINT 적립카드
카드_928,올바른NEW HAVE+카드,나를 가장 잘 아는 스마트한 카드! 올바른 적립혜택!
카드_929,올바른NEW HAVE카드,나를 가장 잘 아는 스마트한 카드! 올바른 적립혜택!
카드_930,올바른NEW HAVE체크카드,나를 가장 잘 아는 스마트한 카드! 올바른 적립혜택!
카드_931,올바른OIL＆PASS카드,주유·교통혜택을 위한 올바른 선택!
카드_932,어피치 스윗 체크카드,일상에 달콤함을 더해주는 카드!
카드_933,올바른MYPICK 카드,나에게 필요한 Pack 서비스를 내맘대로 Pick!
카드_934,위 테라카드(스카이패스),Super Premium
카드_935,위 테라카드(아시아나클럽),Super Premium
카드_936,내 사랑 전주카드,"전주 삼색 맛,멋,흥 서비스 월 최대 1만원 할인"
카드_937,SK OIL & LPG 카드,SK주유소 전북지역최대 리터당 120원 할인 혜택
카드_938,1st Link On 카드,"디지털 일상, Link On으로 완성된다"
카드_939,1st TRIPLE 카드,세 가지 타입의 J머니 적립서비스!
카드_940,JB 골든에이지 신용카드,당신 인생의 황금기 JB 골든에이지와 함께하세요!
카드_941,1st 트리플 플래티늄,세 가지 타입의 적립과 플래티늄서비스!
카드_942,1st 카드(레드),"혜택도, 카드 컬러도 나에게 딱 맞는 선택형 카드!"
카드_943,1st 플래티늄 카드,"연회비는 덜어내고, 품격은 담아내고"
카드_944,1st 플래티늄+ 카드,더 특별한 혜택을 원하는 당신을 위한
카드_945,전북은행 BIZ클럽 플래티늄 카드,전북은행 BIZ클럽 회원만을 위한 차별화된 서비스
카드_946,새만금아리울 카드,전북도민을 위한 특화카드
카드_947,둘과넷 카드,"자주, 많이 쓸수록 더 커지는 혜택 !"
카드_948,NEW AUTO+,모든 주유소 리터당 최대 100원 청구할인
카드_949,LIFE+ 카드,자주 쓰는 업종에서 혜택받자!
카드_950,PLUS YOUNG 체크카드,young에게 PLUS 되는 카드
카드_951,WON FRIENDS 체크카드,캐릭터로 하나(one)되는WON FRIENDS 체크카드
카드_952,1st TRIPLE 체크카드,세 가지 영역의 캐시백 서비스!
카드_953,해피포인트 체크카드,해피포인트 가맹점 최대 20% 할인
카드_954,Smart Cashback 체크카드,전월실적 제한없이 건당 이용금액에 따라 최대 1.2% 캐시백!
카드_955,JB Bravo KOREA 체크카드,"대형마트, 베이커리, 카페 5% 할인!"
카드_956,국민행복 체크카드,한 장의 카드에 담은 다양한 국가바우처카드
카드_957,WON FRIENDS 신용카드,캐릭터로 하나(one)되는WON FRIENDS 신용카드
카드_958,LG전자 베스트케어카드,"렌탈료 및 장기할부 이용 시 최대 20,000원 할인!"
카드_959,신세계TV쇼핑 카드,신세계TV쇼핑에서 판매하는 렌탈상품 최대 18천원 할인
카드_960,SIMPLE BACK 신용카드,전월 실적 상관없이 월 최대 1만원 캐쉬백!
카드_961,SIMPLE ON 카드,"배달의 민족, 요기요부터 넷플릭스, 유튜브까지 할인이 된다고?!"
카드_962,SKYPASS PLUS 카드,떠나자 해외로! 다가올 여행을 준비해보세요!
카드_963,제주 U&B 카드(신용),축구를 사랑한다면 제주은행 & 제주유나이티드와 함께하세요!
카드_964,아시아나 마일리지카드,아시아나항공 마일리지 적립과 각종 할인 혜택을 한번에!
